Location,Timestamp,Current_Speed,Free_Flow_Speed,Confidence,Congestion_Level,Road_Closure,Temperature,Humidity,Wind_Speed,Rainfall,Hour,Month,Day_of_Week,Is_Weekend,Is_Rush_Hour
Tan_Son_Nhat,2025-09-21 02:53:00+07:00,31,31,1,100.0,False,32.01,62,2.24,0,2,9,6,1,0
Binh_Thanh,2025-09-21 02:53:00+07:00,24,33,1,137.56345177664974,False,31.16,71,2.24,0,2,9,6,1,0
Phu_My_Hung,2025-09-21 02:53:00+07:00,37,41,1,110.8622620380739,False,31.17,71,2.24,0,2,9,6,1,0
District_1,2025-09-21 03:53:00+07:00,14,25,1,175.75757575757575,False,30.53,72,3.09,0,3,9,6,1,0
Thu_Thiem,2025-09-21 03:53:00+07:00,40,40,1,100.0,False,31.16,71,2.24,0,3,9,6,1,0
Tan_Son_Nhat,2025-09-21 03:53:00+07:00,31,31,1,100.0,False,32.01,62,2.24,0,3,9,6,1,0
Binh_Thanh,2025-09-21 03:53:00+07:00,24,33,1,137.56345177664974,False,31.16,71,2.24,0,3,9,6,1,0
Phu_My_Hung,2025-09-21 03:53:00+07:00,37,41,1,110.8622620380739,False,31.17,71,2.24,0,3,9,6,1,0
District_1,2025-09-21 04:53:00+07:00,14,25,1,175.75757575757575,False,30.53,72,3.09,0,4,9,6,1,0
Thu_Thiem,2025-09-21 04:53:00+07:00,40,40,1,100.0,False,31.16,71,2.24,0,4,9,6,1,0
Tan_Son_Nhat,2025-09-21 04:53:00+07:00,31,31,1,100.0,False,32.01,62,2.24,0,4,9,6,1,0
Binh_Thanh,2025-09-21 04:53:00+07:00,24,33,1,137.56345177664974,False,31.16,71,2.24,0,4,9,6,1,0
Phu_My_Hung,2025-09-21 04:53:00+07:00,37,41,1,110.8622620380739,False,31.17,71,2.24,0,4,9,6,1,0
District_1,2025-09-21 05:53:00+07:00,16,25,1,154.54545454545453,False,30.53,72,3.09,0,5,9,6,1,0
Thu_Thiem,2025-09-21 05:53:00+07:00,40,40,1,100.0,False,31.16,71,2.24,0,5,9,6,1,0
Tan_Son_Nhat,2025-09-21 05:53:00+07:00,31,31,1,100.0,False,32.01,62,2.24,0,5,9,6,1,0
Binh_Thanh,2025-09-21 05:53:00+07:00,24,33,1,137.56345177664974,False,31.16,71,2.24,0,5,9,6,1,0
Phu_My_Hung,2025-09-21 05:53:00+07:00,42,42,1,100.0,False,31.17,71,2.24,0,5,9,6,1,0
District_1,2025-09-21 06:53:00+07:00,16,25,1,154.54545454545453,False,31.66,70,1.79,0,6,9,6,1,0
Thu_Thiem,2025-09-21 06:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,6,9,6,1,0
Tan_Son_Nhat,2025-09-21 06:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,6,9,6,1,0
Binh_Thanh,2025-09-21 06:53:00+07:00,24,33,1,137.56345177664974,False,31.72,70,1.79,0,6,9,6,1,0
Phu_My_Hung,2025-09-21 06:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,6,9,6,1,0
District_1,2025-09-21 07:53:00+07:00,17,25,1,145.45454545454547,False,31.66,70,1.79,0,7,9,6,1,1
Thu_Thiem,2025-09-21 07:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,7,9,6,1,1
Tan_Son_Nhat,2025-09-21 07:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,7,9,6,1,1
Binh_Thanh,2025-09-21 07:53:00+07:00,20,33,1,165.48223350253807,False,31.72,70,1.79,0,7,9,6,1,1
Phu_My_Hung,2025-09-21 07:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,7,9,6,1,1
District_1,2025-09-21 08:53:00+07:00,17,25,1,145.45454545454547,False,31.66,70,1.79,0,8,9,6,1,1
Thu_Thiem,2025-09-21 08:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,8,9,6,1,1
Tan_Son_Nhat,2025-09-21 08:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,8,9,6,1,1
Binh_Thanh,2025-09-21 08:53:00+07:00,20,33,1,165.48223350253807,False,31.72,70,1.79,0,8,9,6,1,1
Phu_My_Hung,2025-09-21 08:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,8,9,6,1,1
District_1,2025-09-21 09:53:00+07:00,18,25,1,136.36363636363635,False,31.66,70,1.79,0,9,9,6,1,1
Thu_Thiem,2025-09-21 09:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,9,9,6,1,1
Tan_Son_Nhat,2025-09-21 09:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,9,9,6,1,1
Binh_Thanh,2025-09-21 09:53:00+07:00,21,33,1,157.36040609137058,False,31.72,70,1.79,0,9,9,6,1,1
Phu_My_Hung,2025-09-21 09:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,9,9,6,1,1
District_1,2025-09-21 10:53:00+07:00,18,25,1,136.36363636363635,False,31.66,70,1.79,0,10,9,6,1,0
Thu_Thiem,2025-09-21 10:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,10,9,6,1,0
Tan_Son_Nhat,2025-09-21 10:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,10,9,6,1,0
Binh_Thanh,2025-09-21 10:53:00+07:00,21,33,1,157.36040609137058,False,31.72,70,1.79,0,10,9,6,1,0
Phu_My_Hung,2025-09-21 10:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,10,9,6,1,0
District_1,2025-09-21 11:53:00+07:00,18,25,1,136.36363636363635,False,31.66,70,1.79,0,11,9,6,1,0
Thu_Thiem,2025-09-21 11:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,11,9,6,1,0
Tan_Son_Nhat,2025-09-21 11:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,11,9,6,1,0
Binh_Thanh,2025-09-21 11:53:00+07:00,21,33,1,157.36040609137058,False,31.72,70,1.79,0,11,9,6,1,0
Phu_My_Hung,2025-09-21 11:53:00+07:00,36,41,1,113.88577827547593,False,31.73,70,1.79,0,11,9,6,1,0
District_1,2025-09-21 12:53:00+07:00,17,25,1,145.45454545454547,False,31.66,70,1.79,0,12,9,6,1,0
Thu_Thiem,2025-09-21 12:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,12,9,6,1,0
Tan_Son_Nhat,2025-09-21 12:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,12,9,6,1,0
Binh_Thanh,2025-09-21 12:53:00+07:00,21,33,1,157.36040609137058,False,31.72,70,1.79,0,12,9,6,1,0
Phu_My_Hung,2025-09-21 12:53:00+07:00,36,41,1,113.88577827547593,False,31.73,70,1.79,0,12,9,6,1,0
District_1,2025-09-21 13:53:00+07:00,16,25,1,154.54545454545453,False,31.66,70,1.79,0,13,9,6,1,0
Thu_Thiem,2025-09-21 13:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,13,9,6,1,0
Tan_Son_Nhat,2025-09-21 13:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,13,9,6,1,0
Binh_Thanh,2025-09-21 13:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,13,9,6,1,0
Phu_My_Hung,2025-09-21 13:53:00+07:00,36,42,1,116.62844036697248,False,31.73,70,1.79,0,13,9,6,1,0
District_1,2025-09-21 14:53:00+07:00,16,25,1,154.54545454545453,False,31.66,70,1.79,0,14,9,6,1,0
Thu_Thiem,2025-09-21 14:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,14,9,6,1,0
Tan_Son_Nhat,2025-09-21 14:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,14,9,6,1,0
Binh_Thanh,2025-09-21 14:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,14,9,6,1,0
Phu_My_Hung,2025-09-21 14:53:00+07:00,36,42,1,116.62844036697248,False,31.73,70,1.79,0,14,9,6,1,0
District_1,2025-09-21 15:53:00+07:00,16,25,1,154.54545454545453,False,31.66,70,1.79,0,15,9,6,1,0
Thu_Thiem,2025-09-21 15:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,15,9,6,1,0
Tan_Son_Nhat,2025-09-21 15:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,15,9,6,1,0
Binh_Thanh,2025-09-21 15:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,15,9,6,1,0
Phu_My_Hung,2025-09-21 15:53:00+07:00,36,42,1,116.62844036697248,False,31.73,70,1.79,0,15,9,6,1,0
District_1,2025-09-21 16:53:00+07:00,19,26,1,138.70967741935485,False,31.66,70,1.79,0,16,9,6,1,1
Thu_Thiem,2025-09-21 16:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,16,9,6,1,1
Tan_Son_Nhat,2025-09-21 16:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,16,9,6,1,1
Binh_Thanh,2025-09-21 16:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,16,9,6,1,1
Phu_My_Hung,2025-09-21 16:53:00+07:00,35,41,1,117.13325867861141,False,31.73,70,1.79,0,16,9,6,1,1
District_1,2025-09-21 17:53:00+07:00,19,26,1,138.70967741935485,False,31.66,70,1.79,0,17,9,6,1,1
Thu_Thiem,2025-09-21 17:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,17,9,6,1,1
Tan_Son_Nhat,2025-09-21 17:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,17,9,6,1,1
Binh_Thanh,2025-09-21 17:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,17,9,6,1,1
Phu_My_Hung,2025-09-21 17:53:00+07:00,35,41,1,117.13325867861141,False,31.73,70,1.79,0,17,9,6,1,1
District_1,2025-09-21 18:53:00+07:00,19,26,1,138.70967741935485,False,31.66,70,1.79,0,18,9,6,1,1
Thu_Thiem,2025-09-21 18:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,18,9,6,1,1
Tan_Son_Nhat,2025-09-21 18:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,18,9,6,1,1
Binh_Thanh,2025-09-21 18:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,18,9,6,1,1
Phu_My_Hung,2025-09-21 18:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,18,9,6,1,1
District_1,2025-09-21 19:53:00+07:00,18,26,1,145.16129032258064,False,31.66,70,1.79,0,19,9,6,1,1
Thu_Thiem,2025-09-21 19:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,19,9,6,1,1
Tan_Son_Nhat,2025-09-21 19:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,19,9,6,1,1
Binh_Thanh,2025-09-21 19:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,19,9,6,1,1
Phu_My_Hung,2025-09-21 19:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,19,9,6,1,1
District_1,2025-09-21 20:53:00+07:00,18,26,1,145.16129032258064,False,31.66,70,1.79,0,20,9,6,1,0
Thu_Thiem,2025-09-21 20:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,20,9,6,1,0
Tan_Son_Nhat,2025-09-21 20:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,20,9,6,1,0
Binh_Thanh,2025-09-21 20:53:00+07:00,26,32,1,123.64532019704433,False,31.72,70,1.79,0,20,9,6,1,0
Phu_My_Hung,2025-09-21 20:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,20,9,6,1,0
District_1,2025-09-21 21:53:00+07:00,15,25,1,166.66666666666669,False,31.66,70,1.79,0,21,9,6,1,0
Thu_Thiem,2025-09-21 21:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,21,9,6,1,0
Tan_Son_Nhat,2025-09-21 21:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,21,9,6,1,0
Binh_Thanh,2025-09-21 21:53:00+07:00,26,32,1,123.64532019704433,False,31.72,70,1.79,0,21,9,6,1,0
Phu_My_Hung,2025-09-21 21:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,21,9,6,1,0
District_1,2025-09-21 22:53:00+07:00,15,25,1,166.66666666666669,False,31.66,70,1.79,0,22,9,6,1,0
Thu_Thiem,2025-09-21 22:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,22,9,6,1,0
Tan_Son_Nhat,2025-09-21 22:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,22,9,6,1,0
Binh_Thanh,2025-09-21 22:53:00+07:00,26,32,1,123.64532019704433,False,31.72,70,1.79,0,22,9,6,1,0
Phu_My_Hung,2025-09-21 22:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,22,9,6,1,0
District_1,2025-09-21 23:53:00+07:00,13,26,1,203.2258064516129,False,31.66,70,1.79,0,23,9,6,1,0
Thu_Thiem,2025-09-21 23:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,23,9,6,1,0
Tan_Son_Nhat,2025-09-21 23:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,23,9,6,1,0
Binh_Thanh,2025-09-21 23:53:00+07:00,26,33,1,127.41116751269035,False,31.72,70,1.79,0,23,9,6,1,0
Phu_My_Hung,2025-09-21 23:53:00+07:00,33,41,1,124.30011198208287,False,31.73,70,1.79,0,23,9,6,1,0
District_1,2025-09-22 00:53:00+07:00,13,26,1,203.2258064516129,False,31.66,70,1.79,0,0,9,0,0,0
Thu_Thiem,2025-09-22 00:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,0,9,0,0,0
Tan_Son_Nhat,2025-09-22 00:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,0,9,0,0,0
Binh_Thanh,2025-09-22 00:53:00+07:00,26,33,1,127.41116751269035,False,31.72,70,1.79,0,0,9,0,0,0
Phu_My_Hung,2025-09-22 00:53:00+07:00,33,41,1,124.30011198208287,False,31.73,70,1.79,0,0,9,0,0,0
District_1,2025-09-22 01:53:00+07:00,13,26,1,203.2258064516129,False,31.66,70,1.79,0,1,9,0,0,0
Thu_Thiem,2025-09-22 01:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,1,9,0,0,0
Tan_Son_Nhat,2025-09-22 01:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,1,9,0,0,0
Binh_Thanh,2025-09-22 01:53:00+07:00,26,33,1,127.41116751269035,False,31.72,70,1.79,0,1,9,0,0,0
Phu_My_Hung,2025-09-22 01:53:00+07:00,33,41,1,124.30011198208287,False,31.73,70,1.79,0,1,9,0,0,0
District_1,2025-09-22 02:53:00+07:00,9,27,1,303.3333333333333,False,31.66,70,1.79,0,2,9,0,0,0
Thu_Thiem,2025-09-22 02:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,2,9,0,0,0
Tan_Son_Nhat,2025-09-22 02:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,2,9,0,0,0
Binh_Thanh,2025-09-22 02:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,2,9,0,0,0
Phu_My_Hung,2025-09-22 02:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,2,9,0,0,0
District_1,2025-09-22 03:53:00+07:00,9,27,1,303.3333333333333,False,31.66,70,1.79,0,3,9,0,0,0
Thu_Thiem,2025-09-22 03:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,3,9,0,0,0
Tan_Son_Nhat,2025-09-22 03:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,3,9,0,0,0
Binh_Thanh,2025-09-22 03:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,3,9,0,0,0
Phu_My_Hung,2025-09-22 03:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,3,9,0,0,0
District_1,2025-09-22 04:53:00+07:00,8,27,1,343.3333333333333,False,31.66,70,1.79,0,4,9,0,0,0
Thu_Thiem,2025-09-22 04:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,4,9,0,0,0
Tan_Son_Nhat,2025-09-22 04:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,4,9,0,0,0
Binh_Thanh,2025-09-22 04:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,4,9,0,0,0
Phu_My_Hung,2025-09-22 04:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,4,9,0,0,0
District_1,2025-09-22 05:53:00+07:00,8,27,1,343.3333333333333,False,31.66,70,1.79,0,5,9,0,0,0
Thu_Thiem,2025-09-22 05:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,5,9,0,0,0
Tan_Son_Nhat,2025-09-22 05:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,5,9,0,0,0
Binh_Thanh,2025-09-22 05:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,5,9,0,0,0
Phu_My_Hung,2025-09-22 05:53:00+07:00,42,42,1,100.0,False,31.73,70,1.79,0,5,9,0,0,0
District_1,2025-09-22 06:53:00+07:00,8,26,1,332.258064516129,False,32.21,69,1.79,0,6,9,0,0,0
Thu_Thiem,2025-09-22 06:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,6,9,0,0,0
Tan_Son_Nhat,2025-09-22 06:53:00+07:00,31,31,1,100.0,False,32.0,62,2.24,0,6,9,0,0,0
Binh_Thanh,2025-09-22 06:53:00+07:00,22,33,1,150.253807106599,False,32.27,69,1.79,0,6,9,0,0,0
Phu_My_Hung,2025-09-22 06:53:00+07:00,33,41,1,124.30011198208287,False,31.73,70,1.79,0,6,9,0,0,0
District_1,2025-09-22 07:53:00+07:00,8,26,1,332.258064516129,False,32.21,69,1.79,0,7,9,0,0,1
Thu_Thiem,2025-09-22 07:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,7,9,0,0,1
Tan_Son_Nhat,2025-09-22 07:53:00+07:00,31,31,1,100.0,False,32.0,62,2.24,0,7,9,0,0,1
Binh_Thanh,2025-09-22 07:53:00+07:00,22,33,1,150.253807106599,False,32.27,69,1.79,0,7,9,0,0,1
Phu_My_Hung,2025-09-22 07:53:00+07:00,33,41,1,124.30011198208287,False,31.73,70,1.79,0,7,9,0,0,1
District_1,2025-09-22 08:53:00+07:00,8,26,1,332.258064516129,False,32.21,69,1.79,0,8,9,0,0,1
Thu_Thiem,2025-09-22 08:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,8,9,0,0,1
Tan_Son_Nhat,2025-09-22 08:53:00+07:00,31,31,1,100.0,False,32.0,62,2.24,0,8,9,0,0,1
Binh_Thanh,2025-09-22 08:53:00+07:00,22,33,1,150.253807106599,False,32.27,69,1.79,0,8,9,0,0,1
Phu_My_Hung,2025-09-22 08:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,8,9,0,0,1
District_1,2025-09-22 09:53:00+07:00,6,24,1,402.94117647058823,False,32.21,69,1.79,0,9,9,0,0,1
Thu_Thiem,2025-09-22 09:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,9,9,0,0,1
Tan_Son_Nhat,2025-09-22 09:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,9,9,0,0,1
Binh_Thanh,2025-09-22 09:53:00+07:00,23,33,1,143.6548223350254,False,32.27,69,1.79,0,9,9,0,0,1
Phu_My_Hung,2025-09-22 09:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,9,9,0,0,1
District_1,2025-09-22 10:53:00+07:00,6,24,1,402.94117647058823,False,32.21,69,1.79,0,10,9,0,0,0
Thu_Thiem,2025-09-22 10:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,10,9,0,0,0
Tan_Son_Nhat,2025-09-22 10:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,10,9,0,0,0
Binh_Thanh,2025-09-22 10:53:00+07:00,24,32,1,133.4975369458128,False,32.27,69,1.79,0,10,9,0,0,0
Phu_My_Hung,2025-09-22 10:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,10,9,0,0,0
District_1,2025-09-22 11:53:00+07:00,8,27,1,343.3333333333333,False,32.21,69,1.79,0,11,9,0,0,0
Thu_Thiem,2025-09-22 11:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,11,9,0,0,0
Tan_Son_Nhat,2025-09-22 11:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,11,9,0,0,0
Binh_Thanh,2025-09-22 11:53:00+07:00,24,32,1,133.4975369458128,False,32.27,69,1.79,0,11,9,0,0,0
Phu_My_Hung,2025-09-22 11:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,11,9,0,0,0
District_1,2025-09-22 12:53:00+07:00,8,27,1,343.3333333333333,False,32.21,69,1.79,0,12,9,0,0,0
Thu_Thiem,2025-09-22 12:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,12,9,0,0,0
Tan_Son_Nhat,2025-09-22 12:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,12,9,0,0,0
Binh_Thanh,2025-09-22 12:53:00+07:00,24,32,1,133.4975369458128,False,32.27,69,1.79,0,12,9,0,0,0
Phu_My_Hung,2025-09-22 12:53:00+07:00,34,41,1,120.6047032474804,False,31.73,70,1.79,0,12,9,0,0,0
District_1,2025-09-22 13:53:00+07:00,7,24,1,344.11764705882354,False,32.21,69,1.79,0,13,9,0,0,0
Thu_Thiem,2025-09-22 13:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,13,9,0,0,0
Tan_Son_Nhat,2025-09-22 13:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,13,9,0,0,0
Binh_Thanh,2025-09-22 13:53:00+07:00,23,33,1,143.6548223350254,False,32.27,69,1.79,0,13,9,0,0,0
Phu_My_Hung,2025-09-22 13:53:00+07:00,35,42,1,119.95412844036697,False,31.73,70,1.79,0,13,9,0,0,0
District_1,2025-09-22 14:53:00+07:00,7,24,1,344.11764705882354,False,32.21,69,1.79,0,14,9,0,0,0
Thu_Thiem,2025-09-22 14:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,14,9,0,0,0
Tan_Son_Nhat,2025-09-22 14:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,14,9,0,0,0
Binh_Thanh,2025-09-22 14:53:00+07:00,23,33,1,143.6548223350254,False,32.27,69,1.79,0,14,9,0,0,0
Phu_My_Hung,2025-09-22 14:53:00+07:00,35,42,1,119.95412844036697,False,31.73,70,1.79,0,14,9,0,0,0
District_1,2025-09-22 15:53:00+07:00,7,24,1,344.11764705882354,False,32.21,69,1.79,0,15,9,0,0,0
Thu_Thiem,2025-09-22 15:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,15,9,0,0,0
Tan_Son_Nhat,2025-09-22 15:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,15,9,0,0,0
Binh_Thanh,2025-09-22 15:53:00+07:00,24,33,1,137.56345177664974,False,32.27,69,1.79,0,15,9,0,0,0
Phu_My_Hung,2025-09-22 15:53:00+07:00,35,42,1,119.95412844036697,False,31.73,70,1.79,0,15,9,0,0,0
District_1,2025-09-22 16:53:00+07:00,11,27,1,250.0,False,32.21,69,1.79,0,16,9,0,0,1
Thu_Thiem,2025-09-22 16:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,16,9,0,0,1
Tan_Son_Nhat,2025-09-22 16:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,16,9,0,0,1
Binh_Thanh,2025-09-22 16:53:00+07:00,24,33,1,137.56345177664974,False,32.27,69,1.79,0,16,9,0,0,1
Phu_My_Hung,2025-09-22 16:53:00+07:00,35,42,1,119.95412844036697,False,31.73,70,1.79,0,16,9,0,0,1
District_1,2025-09-22 17:53:00+07:00,11,27,1,250.0,False,32.21,69,1.79,0,17,9,0,0,1
Thu_Thiem,2025-09-22 17:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,17,9,0,0,1
